,Title,image,MRP
31,Gillette 7 'o' Clock PII Cartridge - 5 Cartridges,"['https://m.media-amazon.com/images/I/91GTIByTqZL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/91GTIByTqZL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91GTIByTqZL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91GTIByTqZL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91GTIByTqZL._AC_UL960_QL65_.jpg']",175
32,Gillette Venus Female Razor Blades (Cartridge) - 2s Pack,"['https://m.media-amazon.com/images/I/71ODkQ8Z-cL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71ODkQ8Z-cL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71ODkQ8Z-cL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71ODkQ8Z-cL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71ODkQ8Z-cL._AC_UL960_QL65_.jpg']",299
33,Gillette Skinguard Manual Shaving Razor Blades- pack of 2 cartridges,"['https://m.media-amazon.com/images/I/71tY1zWvEZL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71tY1zWvEZL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71tY1zWvEZL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71tY1zWvEZL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71tY1zWvEZL._AC_UL960_QL65_.jpg']",350
34,Gillette Ultra Comfort Pre Shave Gel Tube - 60 g,"['https://m.media-amazon.com/images/I/71aL3PB8XYL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71aL3PB8XYL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71aL3PB8XYL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71aL3PB8XYL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71aL3PB8XYL._AC_UL960_QL65_.jpg']",85
35,"Gillette Venus Breeze Razor for Women, 1 Piece","['https://m.media-amazon.com/images/I/81u3TMndQAL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/81u3TMndQAL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81u3TMndQAL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81u3TMndQAL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81u3TMndQAL._AC_UL960_QL65_.jpg']",299
36,Gillette Wilkinson Sword Double Edge Razor Blades (Pack Of 2),"['https://m.media-amazon.com/images/I/81FtuYi9OYL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/81FtuYi9OYL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81FtuYi9OYL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81FtuYi9OYL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81FtuYi9OYL._AC_UL960_QL65_.jpg']",246
37,Gillette MACH3 Limited Edition Travel Pack (free Gillette kit bag),"['https://m.media-amazon.com/images/I/91fwzpleJwL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/91fwzpleJwL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91fwzpleJwL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91fwzpleJwL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/91fwzpleJwL._AC_UL960_QL65_.jpg']",499
38,Gillette mach 3 manual shaving razor blades 4s pack and Mach 3 Razor 1 count,"['https://m.media-amazon.com/images/I/51JvJph+YIL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/51JvJph+YIL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/51JvJph+YIL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/51JvJph+YIL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/51JvJph+YIL._AC_UL960_QL65_.jpg']",579
39,Gillette Series Conditioning Pre Shave Foam - 245g,"['https://m.media-amazon.com/images/I/71QjMa6e8XL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71QjMa6e8XL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71QjMa6e8XL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71QjMa6e8XL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71QjMa6e8XL._AC_UL960_QL65_.jpg']",285
40,Gillette Series Sensitive Skin Pre Shave Gel - 195 g,"['https://m.media-amazon.com/images/I/71WXA6EZKyL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71WXA6EZKyL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71WXA6EZKyL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71WXA6EZKyL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71WXA6EZKyL._AC_UL960_QL65_.jpg']",298
